title,date,content,keywords,url
Technology’s Central Role in Post-Merger Integration,"March 19, 2024","

This is a modal window.

Beginning of dialog window. Escape will cancel and close the window.

End of dialog window.

Jonathan Milde



Inpost-merger integration, technology issues have become as critical as the traditionally emphasized financial and people considerations. Technology and data platforms are increasingly vital in facilitating the multiyear integration process, accelerating business synergies, and realizing the transaction’s broader ambitions.

Companies that fail to adequately addresstechnologyand data in PMI jeopardize near-term business continuity and impede efforts to achieve the merger’s longer-term objectives, such as promoting competitiveness through efficiency and innovation. They also risk diminishing value for consumers, value chain partners, and investors.

The solution is to move technology to the center of PMI. Although elevating technology's role may seem straightforward, it requires companies to adjust their PMI processes. This begins with establishing joint leadership of integration initiatives across business and technology functions and aligning their strategic priorities. To support integration efforts, companies must institute robust governance and the right operating model and foster a data-driven culture to guide decision making.

By taking these steps, companies have rapidly moved from table stakes, such as maintaining service levels, to value-creating activities, such as transforming products and applying their combined data to boost revenue.

The imperative to emphasize technology in PMI results from two main factors: its criticality throughout the integration process and its enablement of broader enterprise synergies.



Technology and data play essential roles throughout the three horizons of the integration process. (See Exhibit 1.)","technology(7), integration(6), window(4), data(4), companies(4), pmi(4), process(3), business(3), dialog(2), synergies(2), efforts(2), value(2)",https://www.bcg.com/publications/2024/technologys-role-in-the-post-merger-process
Denmark’s GenAI Paradox: From Lagging to Leading,"March 18, 2024","The most extensive Nordic survey to date has been performed to investigate the adoption and application of Generative AI (GenAI) by Danish companies, yielding a comprehensive analysis of how businesses are interacting with and harnessing the power of this innovative technology. Including responses from more than 572 Danish company executives and senior management across all industries and company sizes, the survey presents us with a representative picture of the full Danish industry.

Generative AI (GenAI) represents one of the most significant technological breakthroughs of the modern era. By harnessing the power of large language models and machine learning, GenAI has the potential to fundamentally reshape how businesses operate and deliver value. As an innovation leader, Denmark finds itself at a critical juncture—whether to fully embrace this wave of disruption or risk falling behind global competitors.

Resolving this paradox requires an acceleration in how Danish companies approach GenAI. This report outlines key recommendations for business leaders to take ownership and articulate a bold vision based on different company archetypes identified.","genai(4), danish(4), company(3), survey(2), generative(2), companies(2), businesses(2), power(2)",https://www.bcg.com/publications/2024/state-of-gen-ai-in-denmark
Regulating the Next Generation of Satellites,"March 14, 2024","The use of low-Earth orbit (LEO) satellites is reaching an inflection point, with the potential to transform communication. Compared to traditional satellites, LEO technology offers faster communication and lower latency. The satellites themselves are smaller and less expensive to build and launch—with costs projected to continue falling. Thousands of first-generation LEO satellites are already in orbit, but new versions are coming in greater numbers. They will not replace existing satellites but complement them, creating a hybrid solution that will unlock new uses based on seamless connectivity everywhere on Earth—even in the most remote locations.

Governments—to capitalize on this opportunity—will need to create the right regulatory framework, offering satellite operators a unified set of rules for everything from spectrum allocation to the removal of space debris. The future of satellite technology is promising, but that will only play out with the right level of coordinated support from government.





The global satellite communications market is on track to reach $40 billion to $45 billion by 2030, according to our analysis, up from roughly $25 billion right now. LEOs are expected to contribute roughly 40% of the market at that point, primarily because they offer features that existing satellites do not. Until recently, most satellites’ usefulness has been limited by geostationary orbit (GEO) high above the Earth, offering slow, low-bandwidth connectivity for a small number of applications.

LEO satellites overcome these limits. They orbit at altitudes of 500 to 2,000 kilometers, a shortened distance to Earth that enables higher-speed, lower latency communication. Two pioneering constellations—Starlink and Eutelsat-OneWeb—already have more than 4,500 satellites in orbit, offering speeds of 25 to 150 Mbps and latencies of 25 to 60 milliseconds on land. The satellites launched by these and other players are first-generation LEO satellites that enable such uses as precision farming, fleet management, public transport, and direct-to-cell (D2C) text messaging over mobile phones. (The SOS service on iPhones already uses LEO satellites.)

The range of applications from LEO satellites is going to dramatically expand over the next five to ten years. During that time, the industry will deploy more advanced constellations using even better technology. For example, second-generation LEO satellites will have larger antennas and inter-satellite links (which transfer data directly between satellites) to provide signals that are five times faster than the current satellites and with half the latency and fewer ground stations. These upgrades will spur the development of new consumer and business applications. New players including Amazon Kuiper and Telesat, along with established companies like Starlink and Eutelsat-OneWeb, plan to launch over 45,000 new LEO satellites in total. Google and AT&T jointly invested $155 million in AST SpaceMobile to fund a constellation specifically to compete with established players. Other companies are making similar investments in LEO technology.

Longer term, third-generation satellites already in development plan to carry video calls, video streaming, and other data-rich applications. This massive expansion will enable a broader range of applications—we estimate at least 35 applications across 15 primary sectors, ranging from satellite-enabled broadband in remote areas to automotive connectivity, disaster response, wearable health-care solutions, and AR/VR applications. Collectively, those applications will create up to $20 billion of market value by 2030. (See Exhibit 1.)","satellites(11), applications(7), leo(6), new(5), technology(4), communication(3), latency(3), connectivity(3), satellite(3), market(3), players(3), orbit(2), point(2), uses(2), remote(2)",https://www.bcg.com/publications/2024/regulating-the-next-generation-of-satellites
How Telcos Can Find the Right Balance in the Cloud,"February 28, 2024","Pilots have a phrase to rank priorities in a crisis: “Aviate, navigate, communicate.” Iftelecom companieshad a phrase, to guide them through today’srapidly evolving landscape, it would be, “Innovate, innovate, innovate.” To get ahead, telcos must focus on what matters most: creating unique and differentiating products and experiences. But can they truly do this when they are dedicating significant resources—as much as 5% of revenues—to a technology space that potential partners have already mastered?

Today, many operators are steering scarce time, talent, and funding into creating a private telco cloud—and to be sure, a cloud suitable for telco workloads is essential. Future networks will be based on full virtualization. They will leverage commercial off-the-shelf (COTS) hardware, incorporate new features through unified API, and employ AI—includinggenerative AI—for automation, optimization, and orchestration. These functions are the cloud’s stock-in-trade. Little wonder, then, that new network technologies such as 5G standalone and emerging standards such as open radio access network are accelerating the move to cloud-based architecture.

Yet taking cloud development private—which might have been the right call a half-decade or so back—is no longer the optimal path for many telcos. In most cases, creating a private telco cloud has proven to be more expensive and difficult than companies expected. Operators often find themselves tackling more integrations and greater complexity than they bargained for, inviting a rethink of their approach. But while telcos see the shift to the cloud as important, they don’t tend to see it as urgent. So rethinks and changes stay on the backburner.

Meanwhile, hyperscalers—the large public cloud providers—have worked to reduce concerns about data privacy, regulatory compliance, and other risks. And critically, the public cloud can be less public than was formerly the case. Today, telcos can deploy hyperscaler infrastructure on their own premises.

Getting the telco cloud right is no longer a matter of public versus private. It’s a question of balance: making savvy choices on what to build and what to buy, and ensuring that compromises favor speed and agility in developing new products. Striking that balance begins with clearly identifying the company’s business objectives and understanding the true price and competitive benefits of developing a telco cloud. It also entails seeing cloud in a new light: not simply as a route to lower cost of ownership, but as a lever for maintaining a focus oninnovation—creating services and business models that create value.

Most telcos view hyperscalers as playing a supporting role rather than a starring one in their operations. To a large extent, public cloud use revolves around running IT workloads, including the business support system (BSS) and the operating support system (OSS). Network functions—a telco’s bread and butter, making up 70% to 80% of its total workload—account for a very small share of activity. (See Exhibit 1.)","cloud(10), telco(6), public(5), new(4), today(3), private(3), network(3), telcos(3), business(3), products(2), many(2), operators(2), large(2), balance(2), support(2)",https://www.bcg.com/publications/2024/how-to-find-the-right-balance-in-the-telco-cloud
A New Formula for Success,"February 23, 2024","A quick look at the top-ranked companies in our 2024 Telecommunications Value Creators Report shows varied routes to success. Nevertheless, some strategies appear repeatedly. Top-ranked companies have typically defended their core business, invested wisely in network upgrades, tightly controlled costs, and begun harnessing the power of AI.

In the five years from 2019 to 2023, the telcos in our survey delivered a median annualized total shareholder return (TSR) of 6%, up from 3% for the five-year annualized TSR we reported 12 months ago.

But before they break out the champagne, telcos should consider some critical context. From 2019 to 2023, the S&P 1200 index of global stocks had an annualized TSR of 13%, meaning that thetelco industryperformed below the market average. In fact, for the most recent five-year period, telcos ranked 31st among the 33 sectors we track.

A closer examination of the data reveals the industry’s challenges, which include stagnant (and sometimes declining) revenue, and patchy returns from a very substantial investment in 5G.

Telcos’ utility-like characteristics translate into relatively stable returns. As a result, in years (such as 2023) when cross-market returns are strong, telco returns fall short of the average, but in challenging years (such as 2022) they outperform most other sectors. (See Exhibit 1.)","telcos(4), years(3), returns(3), companies(2), tsr(2), average(2), sectors(2)",https://www.bcg.com/publications/2024/new-formula-for-success
Sustainability Data Is a Big Opportunity in Information Services,"February 14, 2024","Theenergy transitionwill require many trillions of dollars in investment, as companies build more efficient factories, reformulate products, and reengineer supply chains to reach net zero by 2050. The legal, banking, accounting, and engineering firms that will help bring these efforts to life will in turn rely on information services for sustainability-related data and content.

This vast ecosystem translates into an immense opportunity for information services providers. But many have struggled to find the right niche.

We’ve found from our work with clients that three practices are key to success: starting with preexisting customer personas, aligning on a specific type of value creation, and anticipating the impact of new regulations. By following these practices, information services providers can play a vital role in empowering their customers’ success—and create tremendous value in the process.

The past few years have witnessed an enormous wave of sustainability-related regulations as countries worldwide address the net zero challenge. Some regulations, such as theInternational Financial Reporting Standards, relate to disclosure requirements and affect industries across the board. Other regulations, such as the US and European bans on perfluoroalkyl and polyfluoroalkyl substances (PFAS), also known as the “forever chemicals,” impact only certain industries.

Concurrently, consumer interest in green products is growing, andinvestorsare increasingly putting their money into companies that clearly demonstrate their commitment to sustainability. In 2023, approximately$10 trillion in investmentswere managed according to some type of sustainability criteria. According to BCG analysis, sustainability investing has grown over 50% in the past five years. And our survey of asset managers found that 80% list sustainability and sustainability-related initiatives among their company’s top priorities.

Businesses are taking steps to address these pressures and boost their sustainability ratings. Functions from R&D to accounting to legal have assumed more sustainability-related responsibilities. But they have encountered all sorts of pain points in the process. For example, multiple functions, such as marketing, investor relations, and accounting, may use the same data to develop reports that reach very different conclusions, creating redundancy and inconsistency. To address such issues, many companies have set up a separate office headed by a chief sustainability officer. But supporting functions across an organization has proved to be an incredibly complex undertaking.

While in certain geographies there has been some negative dialogue around ESG in recent months, the tailwinds created by net zero regulations, global sustainability investments, and business transformations remain strong. Together, these developments have created demand for all different types of information services, from sustainability scoring to supply chain risk assessments to investor guidance, and a diverse set of players have seized the opportunity. (See Exhibit 1.)","sustainability(8), regulations(5), information(4), services(4), many(3), companies(3), net(3), address(3), functions(3), products(2), supply(2), legal(2), data(2), opportunity(2), providers(2)",https://www.bcg.com/publications/2024/sustainability-data-is-a-big-opportunity-in-information-services
Five Recipes for Failure in a Telco Transformation,"February 09, 2024","Successful transformations aren’t quite like winning the lottery, but to telecom executives, they sure can seem close. Most projects disappoint, and many fail. By our estimates, more than70% of digital transformations fall short of their objectives. While there’s never a good time for a poor track record, for telcos, the timing couldn’t be worse. Competition from hyperscalers, theshift to running separate NetCo(network) and ServCo (services) businesses, the drive tocreate value through AIand automation—pressure to transform has never been greater.

Most telcos have centered their transformations around IT—and little wonder. Outdated, inflexible legacy systems cripple innovation and responsiveness. They hinder opportunities to serve customers better, expand beyond the core, and take on all comers. Less clear is why so many transformations themselves wind up hampering organizations, driving disappointment instead of growth.","transformations(4), many(2), telcos(2)",https://www.bcg.com/publications/2024/five-recipes-for-failure-in-telco-transformation
What GenAI’s Top Performers Do Differently,"February 09, 2024","Roughly a year after its launch,generative AI(GenAI) is already helping some companies create value in startling new ways. GenAI is different from earlier tech advances—more accessible to frontline employees, with a wider range of applications. A select tier of companies is capitalizing on these differences and leading the way in scaling the technology across their entire organization. As a result, they are not just experimenting with GenAI but using it to unlock efficiency gains, improve the customer experience, and boost revenue. For an organization with $20 billion in revenue, we estimate that GenAI can lead to gains of $500 million to $1 billion in profit, with nearly a third of those gains coming in the first 18 months.

Yet most companies—roughly 90% in our analysis—are further behind in their use of GenAI. These organizations often don’t know how to get started, they don’t know which applications are most impactful for their sector, and they don’t know the specific steps to take to catch up. To that end, we recently surveyed more than 150 senior executives globally across 10 sectors to understand where organizations are succeeding with GenAI. We supplemented that with in-depth interviews and our experience with nearly 200 GenAI client projects across industries and geographies.

This comprehensive research enabled us to develop a set of prescriptive, data-driven steps for how lagging companies can accelerate their adoption of GenAI and start scaling projects across the enterprise. These are the early lessons from the leaders in GenAI—and a playbook for others to take action on immediately.

Our analysis shows that companies can be grouped into three categories, based on their level of GenAI adoption so far. (See Exhibit 1.)","genai(8), companies(4), gains(3), applications(2), organization(2), revenue(2), organizations(2), steps(2), projects(2), adoption(2)",https://www.bcg.com/publications/2024/what-gen-ais-top-performers-do-differently
Social Learning Is a Human Superpower. AI Can Make It Better.,"February 07, 2024","Intelligence is often seen as humanity’s superpower, the trait that sets us apart from other life forms. This belief also pervades the world of business. Companies fiercely compete for intelligence: from recruiting the brightest minds to amassing vast amounts of information and developing sophisticated algorithms to process it. Embracingartificial intelligenceis seen as the natural next step.

However,the true superpower of humanslies in our sociality and aptitude for social learning. Human knowledge is not only individual but also embedded within a broader social context. Our ability to learn from and collaborate with others is what sets us apart as a species. It is also what sets great companies apart from the rest of the pack.

The pace of both knowledge generation and obsolescence is accelerating, necessitating a more rapid and effective learning and adaptation process. Competition no longer revolves solely around scale or operational efficiency but also aroundthe rate of learning. Unlike the slower, more costly method of learning through individual trial and error, social learning enables us to acquire knowledge through the experiences of others—by observing what has worked under which circumstances.

Companies are social organisms and are also embedded in a broader social context. Social learning, therefore, happens naturally as individual learnings are codified and disseminated both within and beyond the enterprise. Employees may learn from colleagues on their teams, from the codified knowledge of many such teams, or from collaborators and customers in business ecosystems.

However, few companies have a deliberate and explicit focus on social learning and understand what it takes to get it right. In an era in which AI has the potential to enhance social learning, this focus becomes even more critical. An enhancement of social learning through AI will not happen automatically, however—it requires a deliberate, strategic approach.

The concept of knowledge generation and processing in organizations was shaped by the work of organizational theorist Ikujiro Nonaka, who introduced the SECI (socialization, externalization, combination, and internalization) model in1994.11Ikujiro Nonaka,“A Dynamic Theory of Organizational Knowledge Creation,”Organization Science 5(1), 1994.Notes:1Ikujiro Nonaka,“A Dynamic Theory of Organizational Knowledge Creation,”Organization Science 5(1), 1994.Building on it, we describe the social learning process in organizations. (See the exhibit.)","social(10), knowledge(6), companies(4), learning(4), process(3), individual(3), organizational(3), nonaka(3), intelligence(2), superpower(2), business(2), context(2), generation(2), teams(2), focus(2)",https://www.bcg.com/publications/2024/how-ai-can-optimize-social-learning
The Solution to Data Management’s GenAI Problem? More GenAI.,"February 06, 2024","Generative AIhas a lot of companies talking—and looking to their chief data officer to put words into action. With its transformative, content-creating algorithms, the technology falls right in a CDO’s wheelhouse: turning data into value. But it also puts existing models fordata governanceand management in the crosshairs.

That’s because GenAI learns how to create content by training on massive amounts of unstructured data: text, video, audio, even programming code. Few companies have experience classifying or assessing this kind of material. Moreover, data governance is rarely the poster child for efficiency and effectiveness. For many companies, it’s a pain point, the work too manual and tedious—a real headache, especially in industries that are highly regulated or incorporate vast amounts of personally identifiable information. Businesses either throw a lot of people at the effort or not enough.

GenAI, in short, makes a process that was already a challenge even more of one.

Tackling this dilemma should be—if it isn’t already—at the top of every CDO’s to-do list. Across industries, companies are leveraging GenAI toturbocharge customer serviceandpersonalization,automate traditionally manual processes, andcreate value in ever-increasing ways. But without adapting their data strategy, policies, and capabilities, businesses face a Hobson’s choice. They can get bogged down in more manual work to ensure that all the new training data passes muster on quality, integrity, security, and responsible use. Or they can move ahead without that governance and risk the consequences—a risk that can cause top management to pull the plug on GenAI and its potential value.

But here’s the twist—and the silver lining. The same technology that increases the burden on data governance can also alleviate it. In fact, GenAI can do more than deaden the pain of all that manual, tedious work. It can largely eliminate it. GenAI creates and interprets content. That means it can augment or automate many key data management tasks; for example, labeling data with privacy or intellectual property concerns so it’s not used inappropriately. In finally bringing efficiency to data management, GenAI demonstrates one more way in which it’s a breakthrough.

By embedding GenAI in their data governance and management processes, companies can reap the opportunities without the burden. And with algorithms doing the legwork, data professionals can devote more time to value-adding work—creating still more opportunities to grow the business.

Data governance—the rules around capturing, storing, and using data, as well as verifying its quality and integrity—builds trust in data. Data management implements those rules, ensuring that organizations know where data is and where it came from, provide access to the right people for the right uses, and are aware of any issues—such as privacy and regulatory concerns—that might impact how they utilize the data.

While companies take different approaches to data governance and management, one element has long remained constant: structured data. Stored in standardized form within databases, structured data is easily labeled and classified, so companies can readily understand its key characteristics—and how they can and can’t use it. Lineage, traceability of sources, assurances of quality, flags for personally identifiable information or other concerns: it’s all in the record.

Unstructured data—GenAI’s fuel—typically isn’t stored, neatly labeled and classified, within a database. It’s everything from email and Word documents to YouTube videos and dialogue from computer games. Companies may have the data, but they aren’t likely to have much, if any, insight regarding the who, how, do’s, and don’ts of usage.

GenAI models don’t usesomeunstructured data. They use an enormous amount of it. And the processes for labeling, classifying, and ensuring data quality are largely manual. Companies may not be starting from scratch: they’re likely to have applied data management practices to documents used internally, for instance. But they still face a gargantuan task understanding all this data and ensuring its quality and appropriate use in customer-centered processes and value streams.

They also face risks, particularly around data remediation. A company that applies manual processes to so much unstructured information can quickly fall behind in correcting data errors and inconsistencies. That’s concerning for any business, but it can be an especially big worry for large, regulated firms.

It doesn’t have to be this way. GenAI’s key traits—an affinity for unstructured data and an ability to create content—make it a natural tool for boosting the efficiency and effectiveness of data management. In our experience, there are six main GenAI use cases for data management:

These use cases can have a particularly big impact on data stewards and data custodians. Tasked with ensuring data quality and promoting trust in data, these teams devote much of their time to manual, repetitive activities. With GenAI augmenting their work, data stewards and custodians can focus their attention—and capacity—on more complex, strategic, and value-adding tasks.

We recommend that CDOs take a two-pronged approach. First, prepare the data foundation—the data architecture, data platform capabilities, and data life cycle management (covering everything from sourcing data to preparing algorithms for operational use)—for GenAI business use cases. Second, incorporate GenAI into the company’s data governance and management processes.

While the journey will vary from one business to another, there are three general roadmaps. The one to take depends on a company’s current level of digital maturity, that is, on whether it’s a digital passive (a company whose digital and data foundation is still at a low level of maturity), a digital literate (typically a business that’s in the midst of a digital transformation but has yet to build out its data foundation fully or launch use cases at enterprise-level scale), or a digital performer (a company with an enterprise-wide data and digital platform that is fueling use cases at scale).

Digital Passives.For these companies, the primary focus should be the data foundation, developing the core capabilities and strategies to effect a data-driven digital transformation. This begins with assessing existing data capabilities. How is data supporting business functions? Where else could data create value? Which fundamentals—such as identifying, labeling, and cleansing key data assets—require attention? This analysis enables companies to understand where they stand on leveraging data and where they want to be. It serves as a guiding light for crafting a holistic data strategy: defining the optimal data architecture, refining data governance and management capabilities, and prioritizing use cases.

The great advantage of this approach is that it lets companies focus on what matters most and steadily build their capabilities instead of trying to do everything in one fell swoop, which is often unsuccessful. But even as they develop this data foundation, companies should consider how they might use GenAI to improve internal work. Integrating GenAI into data governance and management makes those processes more efficient, but it also sets the stage for leveraging GenAI more broadly down the road and helps businesses identify the talent they’ll need to develop business use cases.

Digital Literates.Companies in this group have a data foundation robust enough to support their initial forays into AI and advanced analytics. Their task now is to extend their capabilities in support of GenAI use cases. To that end, CDOs should drive proof-of-concept (POC) initiatives to explore—and demonstrate—the value that GenAI can bring to data governance and management. By pursuing POCs, companies can test the technology and sound out use cases without disrupting existing processes and workflows.

We recommend starting with one to three POCs, based on an initial review of feasibility and the potential for value creation. For each initiative, CDOs should develop a blueprint covering technology and talent requirements, as well as risk and compliance implications. Lessons learned from the pilots can help companies refine the business case for each POC, optimize the order in which they scale initiatives (weeding out those POCs that didn’t pay off), better understand—and plan for—talent and capacity requirements, and steer around roadblocks and bottlenecks when scaling.

Digital Performers.With successful AI use cases under their belt, these companies are poised to integrate GenAI into their business. Like digital literates, they should consider how they might improve foundational data capabilities with GenAI, pursue POCs, and leverage insights from pilots to plan for and steer at-scale deployment. But their high level of digital maturity puts this group in a position to move faster and more ambitiously. The key is to create—and unleash—agile squads composed of data scientists, AI developers, and data governance experts.

Digital performers are likely to already excel at agile, so applying its structures and methodologies to GenAI should be relatively seamless. Working together, squad members can assess the feasibility of leveraging unstructured data (such as scanned images or email) to create business value. They can then implement—in an efficient and collaborative way—the GenAI use cases that make the cut.

No matter which path a company takes, a few best practices can accelerate the journey. First, be selective: prioritize efforts by value and impact. Pilots are a great way to demonstrate—or discard—a business case and get the order right. Next, imbue scaling with robust change management and risk management, with a particular focus on data privacy andresponsible AI. Organizations that do this ensure that users—and, in turn, the business—get the most out of GenAI-enabled solutions, without opening the door to new risks and concerns.

All companies, no matter their data maturity, should appoint an AI ethics officer, accountable for the company’s responsible and regulatory-compliant use of AI. This individual will also onboard and enable any additional ethical-AI experts the organization may require. It’s hard to overemphasize the importance of responsible AI. It not only reduces the potential for harm but also strengthens trust, improves the performance of AI systems, and boosts value creation.

GenAI is an emerging technology and its track record is a brief read. But there’s no time to wait and see how things evolve. GenAI has the potential to transform everything from R&D to customer support. To realize that promise, CDOs need to act now: anticipating—and moving to alleviate—the burden that GenAI puts on data governance and data management.

Fortunately, GenAI is its own best enabler. By using it to automate critical data processes, companies can create a foundation that fuels the technology—and the possibilities it brings. GenAI may create content, but with the right preparation, it can create competitive advantage, too.

","data(62), genai(21), companies(18), management(18), use(16), digital(14), governance(11), business(11), cases(11), value(10), manual(7), company(7), capabilities(7), quality(6), foundation(6)",https://www.bcg.com/publications/2024/the-solution-to-data-managements-genai-problem
How Brands Can Help Tackle Disinformation,"January 23, 2024","The spreading of false information is the greatest risk facing the world over the next two years, according to the World Economic Forum’sGlobal Risks Report 2024.

Disinformation has come to the fore because of the increased ability of AI to proliferate and disseminate it, together with the high number of elections taking place in 2024.

While this is first and foremost a threat to governments and the institutions that support civil society, there is also a significant risk that companies themselves could fall foul of disinformation attacks, saysPaul O’Rourke, BCG’s managing director and partner who leads theCybersecurity and Digital Risk Practice.





In addition to possible political unrest, the dangers to brands include:

“There is a perfect storm of ingredients that has exacerbated the speed and exchange of information, while also making it more difficult to discern what is legitimate,” explains O’Rourke.

“Companies risk losing the confidence of customers, business partners or investors if they fall victim to an attack. There are also serious financial consequences if they have relied on erroneous information to make significant decisions.”

Companies can work alongside governments, regulators and leaders from all sections of society to seek solutions and rebuild trust. According to O’Rourke, companies should:","companies(4), information(3), risk(3), rourke(3), world(2), disinformation(2), governments(2), significant(2)",https://www.bcg.com/publications/2024/how-brands-can-help-tackle-disinformation
How Ad Sales Teams Can Kick Off Their AI Transformation,"January 19, 2024","Chief marketing officers, ad agencies, and others on the buy side are embracing generative and other forms of AI. The sales teams of traditional media companies, however, have been slower to adopt these tools.

The sales teams of traditional media companies have an opportunity to implement AI tools to help generate ad revenue and improve the level of client support and campaign customization.

A recent survey of 200 chief marketing officersconducted by BCG revealed that:

Brands and agencies are adoptinggenerative AIto become more efficient and effective. Their ability to generate content more easily, for example, will translate to a higher degree of personalization and greater number of campaigns.

By contrast, the ad sales teams of many media organizations are still evaluating generative AI and its potential. Executives cite several reasons for the delay, notably a backlog of digital distribution and monetization initiatives and a concern over how to get started with AI. Fortunately, there are steps organizations can take to help accelerate their transformations.

Generative AI is clearly in the “hype cycle” due to new releases of ChatGPT, Bard, and other solutions, but media organizations should consider the full portfolio ofAIcapabilities available to improve workflows and business processes:

Companies need a structured approach to bring AI to scale. And they must bring teams along the transformation journey. Here are three steps to follow:","media(4), sales(3), companies(3), organizations(3), chief(2), marketing(2), agencies(2), generative(2), traditional(2), tools(2), teams(2), steps(2)",https://www.bcg.com/publications/2024/how-ad-sales-teams-can-kick-off-their-ai-transformation
Winning on the Margins,"January 18, 2024","In a world marked by change and uncertainty, telecom operators have been resilient. As new technologies and competitors emerge—particularly thebig-tech hyperscalers—telcos are adjusting, transforming, and seeing results: revenues are ticking higher. Yet margins haven’t kept pace. From software licensing to labor and energy, costs are up, eating into profits and putting a damper on growth.

To get margins heading north, telcos will need to continue making adjustments, but in a surgical way. They’ll need to focus on levers that cut costs and boost efficiency while keeping performance steady—and then some. It’s a crucial balancing act. But it doesn’t have to be an elusive one.

This year’s telco IT benchmark (TeBIT) study, jointly developed by ETIS—The Community for Telecom Professionals—and Boston Consulting Group, reveals that two of the most promising levers are in plain sight:sustainabilityand process efficiency. The survey, conducted in November 2023 and covering European operators’ IT spending and performance, finds that both are already high priorities. By reducing energy consumption, sustainability programs can reduce energy costs. By cutting process waste—creating faster, leaner, more automated journeys—efficiency projects can also cut costs. When done well, these initiatives help telcos optimize margins while delivering dividends for customers and society.

So how are telcos doing on these two fronts? TeBIT finds each initiative very much a work in progress. But the study also sheds light on where telcos are gaining ground fastest, where they should redouble their efforts, and how certain enablers—likegenerative AI—can accelerate the journey. (See “About the TeBIT Benchmark.”)





On the revenue side, ETIS members continue to show positive, if not electrifying, momentum. Overall, revenues rose 5.3% in 2022, up from a 2.6% increase in 2021. Digital and ICT services, price premiums, and expansion beyond the core—in areas like media, eHealth, and even financial services—all gave the top line a bump.

Yet telcos continue to struggle with EBITDA margins, an indication that they aren’t managing costs and efficiency as well as they’d like. Margins have fallen steadily over the past several years. While the shift hasn’t been dramatic, from a 3.8% increase in 2019 to a 1.5% drop in 2022, the decidedly downward trend is concerning. The more margins are squeezed, the harder it becomes for telcos to fund the transformations and expansions that are integral for thriving in increasingly competitive markets.","margins(6), costs(5), telcos(5), energy(3), tebit(3), operators(2), revenues(2), levers(2), performance(2), study(2), process(2), finds(2), increase(2)",https://www.bcg.com/publications/2024/winning-on-margins-tebit-executive-report
Big Reg Comes for Big Tech. Here’s How to Respond.,"January 17, 2024","As tech firms face a wave of regulation, and the potential for more lawsuits and larger fines, the old strategy of “move fast and break things” is unsustainable.

Regulators are targeting tech companies with more regulation and stringent enforcement across jurisdictions from California to the EU to India.

With more topics being regulated in more ways, tech companies must rethink their compliance strategy to deal with regulation at scale. Their previous approach of focused, dedicated action for specific regulatory issues will no longer work.

To ensure that innovation continues, tech firms must make thisnew approacha part of their innovation cycle, rather than bolting it to existing processes.

This task is given increasing urgency by the rapidly developing regulation of AI.

Regulators are broadening their focus.They are moving beyond privacy and competition to areas such as content moderation (for example, the UK’s Online Safety Act, passed in October), protection of minors (Utah legislation passed in March aims to protect under-16s on social media), and tech companies’ payment activities (the US Consumer Financial Protection Bureau wants to regulate tech firms’ payments businesses and digital wallets).

Regulatory bodies now insist on transparency and accountability.The EU’s Digital Markets Act mandates stringent audits, enhanced transparency reports, and the appointment of a compliance officer by the company’s board—an indication of the heightened accountability expected in the tech industry. All of tech could soon be regulated like the medtech and fintech subsectors, with scheduled reporting and regulatory examination.

The advent of AI is bringing a new wave of regulation.President Biden’s executive order on AI safety and security in November and the EU’s proposed AI Act signal the onset ofa wave of global regulation. Many other jurisdictions around the world are gearing up to introduce similar legislation.

Enforcement and intervention have intensified.The ten largest fines under Europe’s General Data Protection Regulation, totaling approximately €3.8 billion ($4.1 billion), were all levied on tech companies, and cumulative fines under that regulation now exceed €4.4 billion. (See the exhibit.)Enforcement on competition issuesin particular is ramping up. Microsoft had to significantly amend its $69 billion acquisition deal with Activision Blizzard, finalized in October, after regulatory intervention; Adobe abandoned its $20 billion acquisition of Figma at the end of 2023 after declaring there was “no clear path to receive necessary regulatory approvals.”","tech(9), regulation(5), regulatory(5), companies(4), firms(3), fines(3), enforcement(3), protection(3), strategy(2), regulators(2), stringent(2), jurisdictions(2), compliance(2), deal(2), innovation(2)",https://www.bcg.com/publications/2024/how-tech-firms-can-respond-to-increased-regulation
